name,quantity,calories,carbohydrate,fat,protein,link
Onigiri,"Tuna Onigiri, 1 I",卡路里: 165,碳水化合: 43克,脂肪: 1克,蛋白質: 6克,Onigiri
Hiyayakko,"Homemade, 100 g",卡路里: 85,碳水化合: 0克,脂肪: 0克,蛋白質: 0克,Hiyayakko
Tempura,"Tempura Prawn, 1 pcs",卡路里: 110,碳水化合: 8克,脂肪: 7克,蛋白質: 3克,Tempura
Mochi,"Mochi Mochi, 2 piece",卡路里: 96,碳水化合: 18克,脂肪: 3克,蛋白質: 1克,Mochi
Peppersoup,"Coley's, 1 bowl (100g)",卡路里: 248,碳水化合: 2克,脂肪: 13克,蛋白質: 19克,Peppersoup
Caldo de queso,"Generic, 342 grams",卡路里: 244,碳水化合: 44克,脂肪: 4.4克,蛋白質: 9克,Caldo%20de%20queso
Dodo ikire,"Dodo, 64 g 4 sticks",卡路里: 50,碳水化合: 10克,脂肪: 1.5克,蛋白質: 0克,Dodo%20ikire
Hong dou tang,"Hong you, 100 gram",卡路里: 103,碳水化合: 8.8克,脂肪: 5.2克,蛋白質: 3.6克,Hong%20dou%20tang
Khichu,"Patidar, 50 g",卡路里: 180,碳水化合: 34克,脂肪: 3克,蛋白質: 4克,Khichu
Bolo de arroz,"Bolo, 100 gr",卡路里: 404,碳水化合: 63.8克,脂肪: 14.8克,蛋白質: 4.4克,Bolo%20de%20arroz
Chips and dip,"jewel taco dip, 2 tablespoon",卡路里: 68,碳水化合: 6克,脂肪: 4.5克,蛋白質: 3克,Chips%20and%20dip
Murgh musallam,"Kokittas, 100 gm",卡路里: 418,碳水化合: 18克,脂肪: 28.2克,蛋白質: 22.8克,Murgh%20musallam
Utica greens,"Utica Greens No Potatoes, 1 cup",卡路里: 168,碳水化合: 15.3克,脂肪: 9.6克,蛋白質: 5克,Utica%20greens
Zaalouk,"Zaka's, 1200 g",卡路里: 384,碳水化合: 110克,脂肪: 2克,蛋白質: 11克,Zaalouk
Mutton curry,"Indian Mutton Curry, 1 cup",卡路里: 271,碳水化合: 20克,脂肪: 17克,蛋白質: 13克,Mutton%20curry
Mughlai paratha,"Shahi, 250 g",卡路里: 248,碳水化合: 38克,脂肪: 8克,蛋白質: 6克,Mughlai%20paratha
Tuo Zaafi,"Ghama, 200 g",卡路里: 720,碳水化合: 165克,脂肪: 1.6克,蛋白質: 10克,Tuo%20Zaafi
B?nh b?t l?c,"S0maly, 1 ??a",卡路里: 487,碳水化合: 63.4克,脂肪: 20.2克,蛋白質: 13.2克,B?nh%20b?t%20l?c
013f387h,"M&M, 1 pack",卡路里: 250,碳水化合: 29克,脂肪: 13克,蛋白質: 5克,013f387h
Cheeseburger,"Cheeseburger, 1 Burger",卡路里: 300,碳水化合: 35克,脂肪: 12克,蛋白質: 15克,Cheeseburger
Jelly bean,"Jelly Bean, 25 jelly beans",卡路里: 100,碳水化合: 1克,脂肪: 0克,蛋白質: 0克,Jelly%20bean
Apple pie,"Apple Pie, 0.125 slice",卡路里: 320,碳水化合: 39克,脂肪: 26克,蛋白質: 1克,Apple%20pie
Udon,"Udon, 100 g",卡路里: 141,碳水化合: 31克,脂肪: 0.4克,蛋白質: 3.4克,Udon
Falafel,"Falafel, 1 ball",卡路里: 57,碳水化合: 5.4克,脂肪: 3克,蛋白質: 2.3克,Falafel
Agedashi d?fu,1 piece with sauce,卡路里: 132,碳水化合: 7.1克,脂肪: 9.3克,蛋白質: 6.8克,Agedashi%20d?fu
Dashi,"Dashi, 0.35 oz",卡路里: 45,碳水化合: 8克,脂肪: 0克,蛋白質: 2克,Dashi
Tortell,"Casa roseta, 1 porcion",卡路里: 396,碳水化合: 62.2克,脂肪: 11.3克,蛋白質: 10.5克,Tortell
Omelette,"Plain Omelette, 2 egg omelette",卡路里: 203,碳水化合: 4克,脂肪: 20克,蛋白質: 13克,Omelette
Cr?me br?l?e,"Selection Cr?me Br?l?e, 1 Glas",卡路里: 229,碳水化合: 22.6克,脂肪: 13.4克,蛋白質: 4.5克,Cr?me%20br?l?e
Cucumber soup,"Homemade Cool Cucumber Soup, 1 cup",卡路里: 130,碳水化合: 17克,脂肪: 2.5克,蛋白質: 11克,Cucumber%20soup
French toast,"French Toast, 2 slice",卡路里: 63,碳水化合: 9克,脂肪: 1克,蛋白質: 5克,French%20toast
Tripe,"tripe, 1 pack",卡路里: 155,碳水化合: 1.3克,脂肪: 2克,蛋白質: 33克,Tripe
Pepperoni,4 slice ,卡路里: 40,碳水化合: 0.1克,脂肪: 3.7克,蛋白質: 1.5克,Pepperoni
Salami,1 slice,卡路里: 106,碳水化合: 0.2克,脂肪: 8.9克,蛋白質: 5.9克,Salami
Kimchi,1 cup,卡路里: 23,碳水化合: 3.6克,脂肪: 0.8克,蛋白質: 1.7克,Kimchi
Kn?del,51.98 gramm,卡路里: 136,碳水化合: 26.3克,脂肪: 1.4克,蛋白質: 4.8克,Kn?del
Takoyaki,"Ordinary, 1 ball",卡路里: 100,碳水化合: 15克,脂肪: 2.5克,蛋白質: 4克,Takoyaki
Halva,"halva, 1 slice",卡路里: 170,碳水化合: 15克,脂肪: 10克,蛋白質: 4克,Halva
Pigs in a blanket,"Nathan's Pigs In A Blanket, 5 pieces",卡路里: 245,碳水化合: 13克,脂肪: 18克,蛋白質: 8克,Pigs%20in%20a%20blanket
Spanakopita,"Authentic Spanakopita, 2 triangles",卡路里: 140,碳水化合: 12克,脂肪: 9克,蛋白質: 4克,Spanakopita
Pumpkin pie,1 Slice (1/8 of Pie),卡路里: 323,碳水化合: 42克,脂肪: 14.6克,蛋白質: 6克,Pumpkin%20pie
Jambalaya,"Jambalaya Shoppe, 1 cup",卡路里: 398,碳水化合: 22.9克,脂肪: 21.6克,蛋白質: 26.2克,Jambalaya
Club sandwich,"Club Sandwich, 1 sandwich",卡路里: 700,碳水化合: 71克,脂肪: 36克,蛋白質: 50克,Club%20sandwich
Churro,"Kelloggs , 100 gr",卡路里: 365,碳水化合: 81.5克,脂肪: 1.8克,蛋白質: 5.7克,Churro
Turducken,1 slice,卡路里: 88,碳水化合: 0克,脂肪: 4.4克,蛋白質: 11.3克,Turducken
Welsh rarebit,1 piece toast with topping,卡路里: 350,碳水化合: 22克,脂肪: 22.6克,蛋白質: 13.2克,Welsh%20rarebit
Hot dog,1 hot dog,卡路里: 189,碳水化合: 1.7克,脂肪: 16.8克,蛋白質: 7克,Hot%20dog
Oyakodon,652.76 gramme,卡路里: 762,碳水化合: 108.2克,脂肪: 15克,蛋白質: 45.5克,Oyakodon
Meatball,"meatball, 1 ball",卡路里: 57,碳水化合: 2.1克,脂肪: 3.7克,蛋白質: 3.5克,Meatball
Waldorf salad,1 g,卡路里: 2,碳水化合: 0.1克,脂肪: 0.2克,蛋白質: 0克,Waldorf%20salad
Potato salad,"sb Potato Salad, 100 g",卡路里: 111,碳水化合: 16.4克,脂肪: 4.8克,蛋白質: 1.6克,Potato%20salad
Satay,"Malaysia, 150 g (10 stks)",卡路里: 365,碳水化合: 19.1克,脂肪: 19.4克,蛋白質: 28.4克,Satay
Pemmican,"Pemmican, 1 ounce",卡路里: 80,碳水化合: 6克,脂肪: 1.5克,蛋白質: 10克,Pemmican
M?mmi,"Kymppi, 100 g",卡路里: 173,碳水化合: 41克,脂肪: 0.9克,蛋白質: 5克,M?mmi
Fideu?,"Ferrer, 100 g",卡路里: 133,碳水化合: 186克,脂肪: 4.7克,蛋白質: 4.8克,Fideu?
Waffle,"waffle waffle, 1 waffle",卡路里: 200,碳水化合: 26克,脂肪: 9克,蛋白質: 4克,Waffle
Pancake,"Generic, 77 grams",卡路里: 163,碳水化合: 4克,脂肪: 1.9克,蛋白質: 24克,Pancake
Quiche,"Quiche - Homemade, 1 slice",卡路里: 260,碳水化合: 6克,脂肪: 19克,蛋白質: 17克,Quiche
Borscht,"Borscht, 1 cup",卡路里: 70,碳水化合: 12克,脂肪: 1.5克,蛋白質: 4克,Borscht
Bratwurst,"Kroger bratwurst, 1 brat",卡路里: 230,碳水化合: 3克,脂肪: 17克,蛋白質: 15克,Bratwurst
Foie gras,"Foie Gras, 100 g",卡路里: 462,碳水化合: 4.7克,脂肪: 44克,蛋白質: 11克,Foie%20gras
Burrito,"burrito, 1 burrito",卡路里: 300,碳水化合: 26克,脂肪: 16克,蛋白質: 12克,Burrito
Goulash,"Southwestern Goulash, 1.33333 cup",卡路里: 224,碳水化合: 24克,脂肪: 6克,蛋白質: 19克,Goulash
Spotted dick,"Spotted?dick, 100 grams",卡路里: 251,碳水化合: 43克,脂肪: 6.9克,蛋白質: 3.5克,Spotted%20dick
Coq au vin,"Coq Au Vin, 1 chicken breast and 1/4 sauce",卡路里: 603,碳水化合: 69克,脂肪: 23克,蛋白質: 53克,Coq%20au%20vin
Ratatouille,"Ratatouille, 100 g",卡路里: 56,碳水化合: 6.6克,脂肪: 2.3克,蛋白質: 1.2克,Ratatouille
Cornbread,"cornbread, 5 ounce",卡路里: 200,碳水化合: 28克,脂肪: 8克,蛋白質: 3克,Cornbread
Souvlaki,"Souvlaki, 100 gr",卡路里: 360,碳水化合: 1克,脂肪: 15克,蛋白質: 32克,Souvlaki
Chow mein,"Chow Mein, 1 serving",卡路里: 500,碳水化合: 63克,脂肪: 24克,蛋白質: 19克,Chow%20mein
Roast beef,4 ounce,卡路里: 155,碳水化合: 0克,脂肪: 6.8克,蛋白質: 23.3克,Roast%20beef
Peking duck,"Peking duck, 100 g",卡路里: 255,碳水化合: 52.9克,脂肪: 2.3克,蛋白質: 7.5克,Peking%20duck
Fried chicken,1 medium,卡路里: 424,碳水化合: 10.4克,脂肪: 24.6克,蛋白質: 37.5克,Fried%20chicken
Croquembouche,48 gramm,卡路里: 104,碳水化合: 14.5克,脂肪: 4.3克,蛋白質: 2克,Croquembouche
Tahini,1 tablespoon,卡路里: 89,碳水化合: 3.2克,脂肪: 8.1克,蛋白質: 2.5克,Tahini
Gumbo,"Seafood Gumbo, 1 bowl",卡路里: 430,碳水化合: 46克,脂肪: 17克,蛋白質: 20克,Gumbo
Fajita,"Chicken - Fajita Meat, 1 cup",卡路里: 395,碳水化合: 9.4克,脂肪: 28克,蛋白質: 29克,Fajita
Chicken fried steak,"Homemade Country Fried Cube Steak, 0.5 piece",卡路里: 332,碳水化合: 52.5克,脂肪: 7.4克,蛋白質: 12.7克,Chicken%20fried%20steak
Sukiyaki,"Sukiyaki, 1 cup (180ml)",卡路里: 252,碳水化合: 29.6克,脂肪: 13.2克,蛋白質: 3.6克,Sukiyaki
Scrapple,"Country Scrapple, 2 oz",卡路里: 110,碳水化合: 7克,脂肪: 8克,蛋白質: 5克,Scrapple
Chili con carne,"Knorr, 1 Portion",卡路里: 400,碳水化合: 27克,脂肪: 22克,蛋白質: 25克,Chili%20con%20carne
Monte Cristo sandwich,"Monte Cristo, 1 Sandwich",卡路里: 440,碳水化合: 29克,脂肪: 6克,蛋白質: 29克,Monte%20Cristo%20sandwich
Kielbasa,"Eckrich, 2 ounce",卡路里: 180,碳水化合: 4克,脂肪: 15克,蛋白質: 6克,Kielbasa
Polenta,"polenta, 2 pieces",卡路里: 70,碳水化合: 15克,脂肪: 0克,蛋白質: 2克,Polenta
Reuben sandwich,"Mark's Home, 1 Sandwich",卡路里: 605,碳水化合: 6.8克,脂肪: 44克,蛋白質: 45克,Reuben%20sandwich
S'more,"S’more, 100 g",卡路里: 332,碳水化合: 45克,脂肪: 15克,蛋白質: 4.5克,S'more
Andouille,"Andouille, 1 tranche",卡路里: 24,碳水化合: 0克,脂肪: 2克,蛋白質: 2克,Andouille
Beignet,"Maison, 1 pi?ce",卡路里: 84,碳水化合: 9.5克,脂肪: 0克,蛋白質: 1.8克,Beignet
Cr?pe,"Cr?pe, 1 cr?pe",卡路里: 80,碳水化合: 15.7克,脂肪: 0.6克,蛋白質: 3克,Cr?pe
Gulai,"Generic, 1 piece",卡路里: 185,碳水化合: 7.5克,脂肪: 9.6克,蛋白質: 19.5克,Gulai
Breakfast sausage,1 breakfast link,卡路里: 65,碳水化合: 0.3克,脂肪: 5.5克,蛋白質: 3.7克,Breakfast%20sausage
Chorizo,"Chorizo, 1 oz",卡路里: 90,碳水化合: 0.5克,脂肪: 7克,蛋白質: 6克,Chorizo
Gyro,"Gyro, 1 Gyro",卡路里: 593,碳水化合: 74克,脂肪: 12.2克,蛋白質: 44.1克,Gyro
Nachos,"Nachos chips, 28 gram",卡路里: 140,碳水化合: 19克,脂肪: 7克,蛋白質: 2克,Nachos
Larb,262.16 gramm,卡路里: 220,碳水化合: 15.2克,脂肪: 9.6克,蛋白質: 22.7克,Larb
Couscous,"couscous, 1 cup",卡路里: 176,碳水化合: 36克,脂肪: 0.3克,蛋白質: 6克,Couscous
Meze,"meze, 100 gram",卡路里: 333,碳水化合: 2.1克,脂肪: 30.7克,蛋白質: 11.8克,Meze
Cheesesteak,"Our Cheesesteak, 6 inch",卡路里: 550,碳水化合: 58克,脂肪: 18.5克,蛋白質: 36克,Cheesesteak
Frozen yogurt,"Frozen yogurt, 0.5 cup",卡路里: 100,碳水化合: 20克,脂肪: 2克,蛋白質: 3克,Frozen%20yogurt
Injera,"1 piece (12"")",卡路里: 126,碳水化合: 24.8克,脂肪: 0.8克,蛋白質: 4.8克,Injera
Muesli,"Apple muesli, 1 cup",卡路里: 280,碳水化合: 50.2克,脂肪: 6克,蛋白質: 10.6克,Muesli
Meatloaf,"Meatloaf, 6 oz",卡路里: 500,碳水化合: 15克,脂肪: 15克,蛋白質: 22克,Meatloaf
Fuet,"Fuet, 1 raci?n",卡路里: 480,碳水化合: 5.5克,脂肪: 42克,蛋白質: 19.5克,Fuet
Natt?,"Famima, 1 pack",卡路里: 181,碳水化合: 38克,脂肪: 2.3克,蛋白質: 5.2克,Natt?
Banana split,1 sundae,卡路里: 852,碳水化合: 115.8克,脂肪: 41.5克,蛋白質: 13.9克,Banana%20split
P?czki,"P?czki, 10 g",卡路里: 41,碳水化合: 1.8克,脂肪: 6克,蛋白質: 0.3克,P?czki
Pound cake,"Pound Cake, 1 slice",卡路里: 220,碳水化合: 35克,脂肪: 8克,蛋白質: 3克,Pound%20cake
Fuqi feipian,243.15 gramm,卡路里: 565,碳水化合: 24.2克,脂肪: 38.3克,蛋白質: 36.2克,Fuqi%20feipian
Nasi lemak,"Asian, 1 packet",卡路里: 389,碳水化合: 80克,脂肪: 14克,蛋白質: 13克,Nasi%20lemak
Flan,"Flan Custard, 0.5 cup (153 g)",卡路里: 223,碳水化合: 35克,脂肪: 6克,蛋白質: 7克,Flan
Pad thai,"Pad Thai Chicken, 280 gram",卡路里: 430,碳水化合: 74克,脂肪: 8克,蛋白質: 20克,Pad%20thai
Yakitori,99.91 gramm,卡路里: 140,碳水化合: 8.9克,脂肪: 4.4克,蛋白質: 13.2克,Yakitori
Tom kha kai,"Tom?kha?Kai?plus, 100 gram",卡路里: 104,碳水化合: 4.9克,脂肪: 7克,蛋白質: 5克,Tom%20kha%20kai
Lokma,13.01 gramme,卡路里: 54,碳水化合: 10.4克,脂肪: 1.2克,蛋白質: 0.6克,Lokma
Mooncake,"Mooncake, 1 cup",卡路里: 351,碳水化合: 50克,脂肪: 14克,蛋白質: 4.2克,Mooncake
Idli,"Homemade, 1 ildi",卡路里: 69,碳水化合: 15克,脂肪: 0.2克,蛋白質: 1.2克,Idli
Sp?tzle,"Sp?tzle, 100 g",卡路里: 87,碳水化合: 15克,脂肪: 1.3克,蛋白質: 3.5克,Sp?tzle
Nopalito,"El Nopalito, 2 tbsp",卡路里: 40,碳水化合: 2克,脂肪: 3.5克,蛋白質: 0.5克,Nopalito
Sincronizada,"Generic, 1 piece",卡路里: 332,碳水化合: 30克,脂肪: 18克,蛋白質: 26克,Sincronizada
?ganci,"?ganci, 250 g",卡路里: 217,碳水化合: 0克,脂肪: 0克,蛋白質: 0克,?ganci
Totopo,"totopo xochitl, 40 gramo",卡路里: 68,碳水化合: 17克,脂肪: 0克,蛋白質: 0克,Totopo
Folar,"Folar, 100 grama",卡路里: 294,碳水化合: 55克,脂肪: 3.5克,蛋白質: 10克,Folar
Cherry pie,"Cherry Pie (Updated), 1 Slice 1/8 pie or 124g)",卡路里: 340,碳水化合: 40克,脂肪: 17克,蛋白質: 3克,Cherry%20pie
Umeboshi,"umeboshi, 3 pieces (28 gram)",卡路里: 20,碳水化合: 5克,脂肪: 0克,蛋白質: 0克,Umeboshi
Patty,"Patty, 1 patty",卡路里: 180,碳水化合: 0克,脂肪: 10克,蛋白質: 21克,Patty
Saltah,"Generic Saltah, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Saltah
Khinkali,98.73 gramme,卡路里: 185,碳水化合: 9.2克,脂肪: 9.7克,蛋白質: 14.5克,Khinkali
Shkedei marak,"Generic Shkedei Marak, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Shkedei%20marak
Tekkadon,"Generic Tekkadon, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Tekkadon
Draw soup,"Fasting for Blood Draw, 1 serving",卡路里: 0,碳水化合: 0克,脂肪: 0克,蛋白質: 0克,Draw%20soup
Shahan ful,"Generic Shahan Ful, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Shahan%20ful
Shiro,235.63 gramm,卡路里: 312,碳水化合: 19.7克,脂肪: 27.3克,蛋白質: 4.1克,Shiro
Ga'at,"Eritrean, 0.25 Ga'at",卡路里: 1495,碳水化合: 215克,脂肪: 49克,蛋白質: 46克,Ga'at
Skordalia,"Skordalia, 1 kts",卡路里: 90,碳水化合: 0克,脂肪: 0克,蛋白質: 0克,Skordalia
Budae jjigae,632.5 gramm,卡路里: 698,碳水化合: 45.9克,脂肪: 48.5克,蛋白質: 26.7克,Budae%20jjigae
Anju,"anju, 100 gram",卡路里: 410,碳水化合: 24克,脂肪: 0.1克,蛋白質: 0.8克,Anju
Fried Coke,"Coke, 12 oz",卡路里: 140,碳水化合: 39克,脂肪: 0克,蛋白質: 0克,Fried%20Coke
Lemang,"Generic, 1 cup",卡路里: 157,碳水化合: 0克,脂肪: 0克,蛋白質: 0克,Lemang
Basundi,"Basundi(sangam), 50 gm",卡路里: 253,碳水化合: 29克,脂肪: 12克,蛋白質: 7.4克,Basundi
Brown Betty,"Ameriserve, 1 Cut",卡路里: 142,碳水化合: 29.3克,脂肪: 2.3克,蛋白質: 1克,Brown%20Betty
Khabees,"Generic Khabees, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Khabees
Kottu,"Kottu-Kottu, 65 g",卡路里: 245,碳水化合: 51.9克,脂肪: 1.2克,蛋白質: 6.6克,Kottu
Isterband,"Hugos isterband, 125 gram",卡路里: 249,碳水化合: 11克,脂肪: 7.6克,蛋白質: 14.6克,Isterband
Ciauscolo,"Ciccarelli, 100 grammi",卡路里: 370,碳水化合: 1.1克,脂肪: 28.5克,蛋白質: 27.3克,Ciauscolo
Khatkhate,"Generic Khatkhate, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Khatkhate
Pan de muerto,"Pan De Muerto, 1 pza",卡路里: 290,碳水化合: 48克,脂肪: 8克,蛋白質: 0克,Pan%20de%20muerto
Caponata,"Sabra, 2 tbsp (28 g/1 oz)",卡路里: 30,碳水化合: 2克,脂肪: 2.5克,蛋白質: 0克,Caponata
0267f9w,"M&M, 1 pack",卡路里: 250,碳水化合: 29克,脂肪: 13克,蛋白質: 5克,0267f9w
Sabaayad,"Homemade, 1 (80g)",卡路里: 201,碳水化合: 35.7克,脂肪: 3.8克,蛋白質: 4.8克,Sabaayad
Miyeok-guk,"Daebak, 105 gram",卡路里: 462,碳水化合: 70.8克,脂肪: 15.9克,蛋白質: 10.2克,Miyeok-guk
Imoni,"Yamazawa, 1 container",卡路里: 327,碳水化合: 43.7克,脂肪: 10克,蛋白質: 15.6克,Imoni
Pitha,"Bengali, 50 grams",卡路里: 185,碳水化合: 22克,脂肪: 8克,蛋白質: 5克,Pitha
Kedgeree,"Home Made Kedgeree, 4 tablespoons",卡路里: 369,碳水化合: 0克,脂肪: 0克,蛋白質: 0克,Kedgeree
Bife a cavalo,"Griletto, 130 g",卡路里: 330,碳水化合: 0克,脂肪: 26.5克,蛋白質: 23克,Bife%20a%20cavalo
Yaki udon,1 tasse,卡路里: 249,碳水化合: 36.6克,脂肪: 6.8克,蛋白質: 13.6克,Yaki%20udon
She-crab soup,1 Sch?ssel,卡路里: 506,碳水化合: 16.5克,脂肪: 33.4克,蛋白質: 36.3克,She-crab%20soup
Koozh,"Kezhvaragu Koozh, 1 galss",卡路里: 59,碳水化合: 0克,脂肪: 0.8克,蛋白質: 1.6克,Koozh
Ke?kek,"Turk Mutfa??, 150 gr",卡路里: 481,碳水化合: 82克,脂肪: 10.5克,蛋白質: 22克,Ke?kek
Cabidela,"Generic, 150 g",卡路里: 375,碳水化合: 46克,脂肪: 14克,蛋白質: 22克,Cabidela
Gerber sandwich,"Gerber, 20 Gramm",卡路里: 314,碳水化合: 0克,脂肪: 26克,蛋白質: 20克,Gerber%20sandwich
Zagorski ?trukli,"Ledo, 100 gram",卡路里: 238,碳水化合: 26克,脂肪: 11克,蛋白質: 9克,Zagorski%20?trukli
Himbasha,"Homemade, 1 slice",卡路里: 169,碳水化合: 31克,脂肪: 4克,蛋白質: 4克,Himbasha
Satara?,"Ledo, 160 g",卡路里: 62,碳水化合: 13克,脂肪: 0.5克,蛋白質: 2.7克,Satara?
Kakuni,"Homemade, 100 g",卡路里: 316,碳水化合: 8.2克,脂肪: 25.2克,蛋白質: 14克,Kakuni
Enormous Omelet Sandwich,"Burger King, 1 Sandwich",卡路里: 730,碳水化合: 44克,脂肪: 45克,蛋白質: 37克,Enormous%20Omelet%20Sandwich
Turr?n,31.16 gramm,卡路里: 104,碳水化合: 19.2克,脂肪: 3.4克,蛋白質: 1.9克,Turr?n
Tsukudani,"Ogura, 100 g",卡路里: 324,碳水化合: 31.8克,脂肪: 10.8克,蛋白質: 24.9克,Tsukudani
Hawaiian haystack,1 plate (2 cups),卡路里: 711,碳水化合: 77.1克,脂肪: 27.8克,蛋白質: 37.4克,Hawaiian%20haystack
Kateh,"Generic Kateh, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Kateh
Stoemp,"Carrefour, 1 plat",卡路里: 490,碳水化合: 60克,脂肪: 19.5克,蛋白質: 14.5克,Stoemp
Pajeon,"Korean, 130 g",卡路里: 200,碳水化合: 0克,脂肪: 0克,蛋白質: 0克,Pajeon
?bejna,"Benna, 100 Gramm",卡路里: 287,碳水化合: 0.1克,脂肪: 22.6克,蛋白質: 21克,?bejna
Kaya toast,"Kaya Toast, 0.5 Piece",卡路里: 190,碳水化合: 53克,脂肪: 1.9克,蛋白質: 1克,Kaya%20toast
Fit-fit,"Fit, 40 g",卡路里: 97,碳水化合: 22.5克,脂肪: 1.1克,蛋白質: 2.5克,Fit-fit
Kitcha,"Homemade, 1 cup",卡路里: 191,碳水化合: 16克,脂肪: 3克,蛋白質: 30克,Kitcha
Thalipeeth,"Thalipeeth, 100 gm",卡路里: 377,碳水化合: 64克,脂肪: 5克,蛋白質: 19克,Thalipeeth
Figgy pudding,"Spam, 2 oz",卡路里: 180,碳水化合: 4克,脂肪: 15克,蛋白質: 7克,Figgy%20pudding
Cachupa,1 bowl (2 cups),卡路里: 592,碳水化合: 70.1克,脂肪: 25.9克,蛋白質: 32.6克,Cachupa
Cherries jubilee,"Jeni's, 0.5 Cup",卡路里: 260,碳水化合: 31克,脂肪: 13克,蛋白質: 5克,Cherries%20jubilee
Crappit heid,"Generic Crappit Heid, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Crappit%20heid
Mince and tatties,1 cup,卡路里: 300,碳水化合: 32.7克,脂肪: 10.9克,蛋白質: 17克,Mince%20and%20tatties
Anadama bread,"Homemade, 1 slice",卡路里: 130,碳水化合: 25.4克,脂肪: 1.5克,蛋白質: 3.2克,Anadama%20bread
Carbonara,"Nevo 2021 v7.1, 100 gr",卡路里: 284,碳水化合: 1克,脂肪: 25.1克,蛋白質: 13.5克,Carbonara
Kladdkaka,"Kladdkaka, 1 pcs",卡路里: 263,碳水化合: 43.8克,脂肪: 5克,蛋白質: 10.6克,Kladdkaka
Shakshouka,"Fpcr, 1 serving",卡路里: 372,碳水化合: 11克,脂肪: 22克,蛋白質: 32.5克,Shakshouka
Chicken Vesuvio,"Amerigo, 8 oz",卡路里: 375,碳水化合: 10克,脂肪: 18克,蛋白質: 38克,Chicken%20Vesuvio
Jibarito,1 sandwich,卡路里: 421,碳水化合: 29.8克,脂肪: 32.7克,蛋白質: 5.7克,Jibarito
Chicken Divan,1 cup,卡路里: 388,碳水化合: 11.2克,脂肪: 31.9克,蛋白質: 14.7克,Chicken%20Divan
Motsunabe,"Seven eleven, 1 bowl",卡路里: 374,碳水化合: 16.5克,脂肪: 26.4克,蛋白質: 17.7克,Motsunabe
Sonofabitch stew,"Generic Sonofabitch Stew, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Sonofabitch%20stew
Corn pudding,"Homemade Corn Pudding, 0.75 cup",卡路里: 435,碳水化合: 52克,脂肪: 22克,蛋白質: 7克,Corn%20pudding
Johnny Marzetti,"Donna's, 1 cup",卡路里: 302,碳水化合: 0克,脂肪: 0克,蛋白質: 0克,Johnny%20Marzetti
Mostarda,1 cc ou 1 sach?,卡路里: 3,碳水化合: 0.5克,脂肪: 0.2克,蛋白質: 0.2克,Mostarda
Maafe,"Private Selection, 0.5 cup",卡路里: 120,碳水化合: 9克,脂肪: 7克,蛋白質: 4克,Maafe
Churma,"Homemade, 110 Gram",卡路里: 365,碳水化合: 36.9克,脂肪: 23.4克,蛋白質: 5.2克,Churma
Chole bhature,281.08 gramm,卡路里: 511,碳水化合: 70克,脂肪: 27克,蛋白質: 13.2克,Chole%20bhature
Dobos torte,"Henrys, 100 Gramm",卡路里: 372,碳水化合: 24克,脂肪: 27克,蛋白質: 6.6克,Dobos%20torte
Carne de porco ? alentejana,"Caseiro, 150 g",卡路里: 315,碳水化合: 11.9克,脂肪: 11.9克,蛋白質: 28.3克,Carne%20de%20porco%20?%20alentejana
Khao soi,1 bowl (2 cups),卡路里: 666,碳水化合: 55.2克,脂肪: 38.9克,蛋白質: 29.9克,Khao%20soi
Kissel,"Delecta, 100 g",卡路里: 64,碳水化合: 16克,脂肪: 0克,蛋白質: 0克,Kissel
Cottage loaf,"Homemade, 1 piece",卡路里: 121,碳水化合: 13克,脂肪: 1.2克,蛋白質: 14克,Cottage%20loaf
Silver needle noodles,"Generic, 100 g",卡路里: 139,碳水化合: 41克,脂肪: 1克,蛋白質: 7克,Silver%20needle%20noodles
Shrimp DeJonghe,"Homemade, 168.1 g",卡路里: 383,碳水化合: 18.1克,脂肪: 24.2克,蛋白質: 24.8克,Shrimp%20DeJonghe
Kiritanpo,"7/11 kiritanpo nabe, 1 bowl",卡路里: 193,碳水化合: 28.3克,脂肪: 2.9克,蛋白質: 13.4克,Kiritanpo
Bean pie,"Bean pie, 4.38 ox",卡路里: 300,碳水化合: 37克,脂肪: 15克,蛋白質: 4.7克,Bean%20pie
Churchkhela,"Churchkhela, 100 g",卡路里: 407,碳水化合: 57.7克,脂肪: 16.5克,蛋白質: 7克,Churchkhela
Yahni,"Generic, 0.75 cup",卡路里: 200,碳水化合: 38.4克,脂肪: 5.5克,蛋白質: 6克,Yahni
